Host,Provider,IP (External),IP (Internal),Open Ports,HTTP Status,HTTP Title,Risk Rating,Findings,Technologies,WAF,DNS Records
edr-eu.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:edr-eu.tesla.com.edgekey.net"
edr.tesla.com,cdn-akamai,104.80.228.227,,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, CNAME:edr.tesla.com-v1.edgekey.net"
ehs.tesla.com,cdn-akamai,"104.80.228.227, 2.17.212.94, 2a02:26f0:6d00:598::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:2.17.212.94, AAAA:2a02:26f0:6d00:598::700, CNAME:external-na-pop1.edgekey.net"
einvoicing.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
em1.tesla.com,,,,,0,,N/A,,,,"CNAME:u7730363.wl114.sendgrid.net, MX:mx.sendgrid.net, TXT:167.89.108.102, TXT:167.89.109.128, TXT:167.89.23.13, TXT:167.89.27.106"
em1488.tesla.com,,,,,0,,N/A,,,,"CNAME:u14585508.wl009.sendgrid.net, MX:mx.sendgrid.net, TXT:149.72.247.52"
em1962.tesla.com,,,,,0,,N/A,,,,"CNAME:u14585474.wl225.sendgrid.net, MX:mx.sendgrid.net, TXT:168.245.123.10"
em3490.tesla.com,,,,,0,,N/A,,,,"CNAME:u14585522.wl023.sendgrid.net, MX:mx.sendgrid.net, TXT:149.72.134.64, TXT:149.72.152.236, TXT:149.72.163.58, TXT:149.72.172.170"
em5886.tesla.com,,,,,0,,N/A,,,,"CNAME:u13494342.wl093.sendgrid.net, MX:mx.sendgrid.net, TXT:149.72.134.64, TXT:149.72.144.42, TXT:149.72.152.236, TXT:149.72.163.58, TXT:149.72.172.170, TXT:149.72.247.52, TXT:149.72.69.189, TXT:168.245.123.10"
em7799.tesla.com,,,,,0,,N/A,,,,"CNAME:u14585534.wl035.sendgrid.net, MX:mx.sendgrid.net, TXT:149.72.134.64, TXT:149.72.152.236, TXT:149.72.163.58, TXT:149.72.172.170"
email.tesla.com,,,,,0,,N/A,,,,"NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:ns1.exacttarget.com, TXT:cust-senderid.exacttarget.com, TXT:cust-spf.exacttarget.com, TXT:spf2.0"
email1.tesla.com,,192.28.144.15,,,0,,N/A,,,,"A:192.28.144.15, MX:email1.tesla.com, TXT:mktomail.com"
emails.tesla.com,,13.111.18.27,,,0,,N/A,,cpe:/a:postfix:postfix,,"A:13.111.18.27, MX:reply.s10.exacttarget.com, NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com, TXT:13.111.62.118, TXT:13.111.88.1, TXT:13.111.88.2, TXT:13.111.88.52, TXT:13.111.88.53, TXT:cust-spf.exacttarget.com"
employeefeedback.tesla.com,cdn-akamai,23.38.25.241,,"80, 443",200,,N/A,,,Kona SiteDefender (Akamai),"A:23.38.25.241, CNAME:teslahr.vanity3.ca1.qualtrics.com"
energydesk.tesla.com,,136.143.190.74,,"80, 443",301 -> https://energydesk.tesla.com/,301 Moved Permanently,N/A,,,,"A:136.143.190.74, CNAME:desk.cs.zohohost.com"
energysupport.tesla.com,,136.143.190.74,,"80, 443",200,301 Moved Permanently,N/A,,,generic detection,"A:136.143.190.74, CNAME:desk.cs.zohohost.com"
engage.tesla.com,cloud-amazon,"18.65.39.13, 18.65.39.93, 2600:9000:238d:2000:d:51b2:fc80:93a1, 2600:9000:238d:400:d:51b2:fc80:93a1, 2600:9000:238d:5c00:d:51b2:fc80:93a1, 2600:9000:238d:6c00:d:51b2:fc80:93a1, 2600:9000:238d:9200:d:51b2:fc80:93a1, 2600:9000:238d:bc00:d:51b2:fc80:93a1, 2600:9000:238d:c000:d:51b2:fc80:93a1, 2600:9000:238d:e200:d:51b2:fc80:93a1, 65.9.55.17, 65.9.55.56, 65.9.55.87, 65.9.55.9",,"80, 443",200,Engage Tesla,N/A,,"amazon web services
tinymce
amazon cloudfront
cpe:/a:amazon:amazon_cloudfront
nginx",Cloudfront (Amazon),"A:65.9.55.17, A:65.9.55.56, A:65.9.55.87, A:65.9.55.9, AAAA:2600:9000:238d:2000:d:51b2:fc80:93a1, AAAA:2600:9000:238d:400:d:51b2:fc80:93a1, AAAA:2600:9000:238d:5c00:d:51b2:fc80:93a1, AAAA:2600:9000:238d:6c00:d:51b2:fc80:93a1, AAAA:2600:9000:238d:9200:d:51b2:fc80:93a1, AAAA:2600:9000:238d:bc00:d:51b2:fc80:93a1, AAAA:2600:9000:238d:c000:d:51b2:fc80:93a1, AAAA:2600:9000:238d:e200:d:51b2:fc80:93a1, CNAME:dtw7dea2t4fea.cloudfront.net, NS:ns-1243.awsdns-27.org, NS:ns-191.awsdns-23.com, NS:ns-1920.awsdns-48.co.uk, NS:ns-531.awsdns-02.net, SOA:ns-191.awsdns-23.com"
envoy-finplat-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://envoy-finplat-stg.tesla.com/,,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
envoy-finplat-sunlight.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:envoy-finplat-sunlight.tesla.com.edgekey.net"
envoy-partnerleadsharing.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:594::700, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://envoy-partnerleadsharing.tesla.com/,,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:594::700, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
envoy-partnertasks.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://envoy-partnertasks.tesla.com/,,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
epc-support-api.tesla.com,cdn-akamai,"104.99.232.46, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.99.232.46, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:epc-support-api.tesla.com.edgekey.net"
epc-support.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5bc::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5bc::700, CNAME:epc-support.tesla.com.edgekey.net"
epc.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:epc.tesla.com.edgekey.net"
epcapi.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700",,"80, 443",301 -> https://epcapi.tesla.com/,,N/A,,varnish,CacheWall (Varnish),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, CNAME:epcapi.tesla.com.edgekey.net"
epuca-eng.euw1.vn.cloud.tesla.com,cloud-amazon,"52.211.120.0, 54.194.52.12",,443,404,,N/A,,envoy,,"A:54.194.52.12, CNAME:epuca-eng-b-99cf771173c731ad.elb.eu-west-1.amazonaws.com"
epuca-eng.usw2.vn.cloud.tesla.com,cloud-amazon,44.240.237.202,,443,404,,N/A,,envoy,,"A:44.240.237.202, CNAME:epuca-eng-c-ed6fe1cf4564a8c5.elb.us-west-2.amazonaws.com"
epuca-prd.euw1.vn.cloud.tesla.com,cloud-amazon,18.203.70.200,,,0,,N/A,,,,"A:18.203.70.200, CNAME:epuca-prd-b-c4d33cffd22b9635.elb.eu-west-1.amazonaws.com"
epuca-prd.usw2.vn.cloud.tesla.com,cloud-amazon,52.11.254.23,,,0,,N/A,,cpe:/a:envoyproxy:envoy,,"A:52.11.254.23, CNAME:epuca-prd-a-a391d355e18dd43f.elb.us-west-2.amazonaws.com"
errlog-stage.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, CNAME:errlog-stage.tesla.com.edgekey.net"
errlog.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:errlog.tesla.com.edgekey.net"
error-log.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:error-log.tesla.com.edgekey.net"
events.tesla.com,,13.111.47.195,,,0,,N/A,,,,A:13.111.47.195
external-3pl-prd.tesla.com,,199.66.9.67,,,0,,N/A,,,,A:199.66.9.67
external-automation.tesla.com,,209.133.79.52,,,0,,N/A,,,,A:209.133.79.52
external-sandbox-automation.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
external-wd-stg.tesla.com,,199.66.9.82,,443,0,,N/A,,,,A:199.66.9.82
factory.de.tesla.com,cdn-akamai,"23.218.68.212, 2a02:26f0:6d00:5a2::b12, 2a02:26f0:6d00:5a5::b12",,"80, 443",302 -> https://factory.de.tesla.com/,302 Found,LOW,http://factory.de.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [HEAD (302/502 HTTP Code)]:LOW,nginx,,"A:23.218.68.212, AAAA:2a02:26f0:6d00:5a2::b12, AAAA:2a02:26f0:6d00:5a5::b12, CNAME:factory.de.tesla.com.edgekey.net"
factory.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",302 -> https://ztawebapps.teslamotors.com/route?BubbleRequest=3WdvUS62LGSOil1b0%2F4nsGST3QpUEXDgWIdYq9IvSi13qZDLJwFutIidCOUaMv3v1%2FIWxaIeSngOGQCBVx%2FeXCtHPiN9gm4k47cUleY2YD8tu2NR%2B4t9DaL5Y95tajaO25sVbw7XkKD8ErbIkfY%2Fpeo3PtUyeC78tIZqxD3u15CQCVJYAwhjFtxQJvJdqN%2FiUVfyguvMC6LqkBDOVriGpZRl4y3j8VN5Z5a2YolrJpI2Mj%2FfJ4gkHdBYUVKAN7GYBq8nJxfbTsgkflSXN%2FyDcFh5PwGbGdSQbCHLI%2Bl%2BPKCYoSIyTdzQapz55RvnLkxbqHXr55L1qzVo6c1hgPwOqP1j74CAi8Nrkygv433c7hAqtFxZWPSqwJKeXqgacpWIbRetWcV2dvacn4vIqMyjwNAYXUbE890c7PEe7WcA3Hs%3D,302 Found,LOW,http://factory.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [HEAD (302/502 HTTP Code)]:LOW,nginx,,"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:factory.tesla.com.edgekey.net"
feedback.tesla.com,cdn-akamai,"23.206.111.157, 23.38.25.241",,"80, 443",302 -> https://feedback.tesla.com/login,,N/A,,,,"A:23.206.111.157, CNAME:teslamotors.vanity3.ca1.qualtrics.com"
financial-gw-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
financial-gw.tesla.com,,199.66.9.77,,80,302 -> https://financial-gw.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.77
finops.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
fleet-api.prd.eu.vn.cloud.tesla.com,cloud-amazon,"18.203.70.200, 54.228.206.56",,443,404,,N/A,,envoy,,"A:54.228.206.56, CNAME:epuca-prd.euw1.vn.cloud.tesla.com"
fleet-api.prd.na.vn.cloud.tesla.com,cloud-amazon,"52.11.254.23, 52.12.169.42",,443,404,,N/A,,"envoy
cpe:/a:envoyproxy:envoy",,"A:52.12.169.42, CNAME:epuca-prd.usw2.vn.cloud.tesla.com"
fleetview.america.fn.tesla.com,cloud-amazon,"44.231.72.244, 54.218.161.170",,443,200,Tesla Fleetview,N/A,,,,"A:44.231.72.244, CNAME:fleetview.prd.america.fn.tesla.com"
fleetview.europe.fn.tesla.com,cloud-amazon,"52.210.26.136, 54.76.135.36",,443,200,Tesla Fleetview,N/A,,,,"A:52.210.26.136, CNAME:fleetview.prd.europe.fn.tesla.com"
fleetview.fn.tesla.com,cloud-amazon,52.210.26.136,,443,200,Tesla Fleetview,N/A,,,,"A:52.210.26.136, CNAME:fleetview.europe.fn.tesla.com"
fleetview.prd.america.fn.tesla.com,cloud-amazon,"35.85.174.122, 54.218.161.170",,443,200,Tesla Fleetview,N/A,,,,"A:54.218.161.170, CNAME:npuca-prd.usw2.vn.cloud.tesla.com"
fleetview.prd.europe.fn.tesla.com,cloud-amazon,"54.75.101.220, 54.76.135.36",,443,200,Tesla Fleetview,N/A,,,,"A:54.76.135.36, CNAME:npuca-prd.euw1.vn.cloud.tesla.com"
fn.tesla.com,,,,,0,,N/A,,,,"NS:ns-1207.awsdns-22.org, NS:ns-166.awsdns-20.com, NS:ns-1711.awsdns-21.co.uk, NS:ns-893.awsdns-47.net, SOA:ns-893.awsdns-47.net"
forums.tesla.com,,,,,0,,N/A,,,,CNAME:site-6030136.onvanilla.net
fra05-gpgw1.tesla.com,,199.120.51.30,,443,404,Document Error: Not Found,N/A,,,generic detection,A:199.120.51.30
fsx-ws.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:594::700, 2a02:26f0:6d00:5bc::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:594::700, AAAA:2a02:26f0:6d00:5bc::700, CNAME:external-eu-pop.edgekey.net"
fsx.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-eu-pop.edgekey.net"
gigabier.tesla.com,cloud-amazon,,,,0,,N/A,,,,CNAME:dxfkmhsujy3bc.cloudfront.net
github.tesla.com,,,,,0,,N/A,,,,"TXT:209.11.133.96, TXT:_spfsn.teslamotors.com, TXT:spf.protection.outlook.com"
gpv.tesla.com,cdn-akamai,199.120.50.29,,443,200,,N/A,,cpe:/o:paloaltonetworks:pan-os,generic detection,"A:199.120.50.29, CNAME:gpv.tesla.com.akadns.net"
grid.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,,N/A,,,,"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:grid.tesla.com.edgekey.net"
gridlogic-dev.energy.tesla.com,,,,,0,,N/A,,,,CNAME:gridlogic-dev.sn.tesla.services
gridlogic-eng.energy.tesla.com,,,,,0,,N/A,,,,CNAME:gridlogic-eng.sn.tesla.services
gridlogic-qa.energy.tesla.com,,,,,0,,N/A,,,,CNAME:gridlogic-qa.sn.tesla.services
gridlogic.energy.tesla.com,cdn-akamai,"23.49.27.150, 2a02:26f0:6d00:5b5::1eca, 2a02:26f0:6d00:5bb::1eca",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.49.27.150, AAAA:2a02:26f0:6d00:5b5::1eca, AAAA:2a02:26f0:6d00:5bb::1eca, CNAME:energy.tesla.com.edgekey.net"
gt._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:gt.domainkey.u1876601.wl102.sendgrid.net
gt2._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:gt2.domainkey.u1876601.wl102.sendgrid.net
hawkeye.tesla.com,,199.43.255.25,,,0,,N/A,,,,A:199.43.255.25
hnd13-gpgw1.tesla.com,,199.120.52.30,,443,404,Document Error: Not Found,N/A,,,generic detection,A:199.120.52.30
hub.tesla.com,cdn-akamai,23.212.186.211,,,0,,N/A,,,,"A:23.212.186.211, CNAME:ipa.teslazta.net.srip.net"
iad05-gpgw1.tesla.com,,199.120.48.30,,443,404,Document Error: Not Found,N/A,,,generic detection,A:199.120.48.30
image-emails.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:image-emails.tesla.com.edgekey.net"
image.email.tesla.com,cdn-akamai,"2.18.121.216, 2.18.121.218",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:2.18.121.216, A:2.18.121.218, CNAME:image.s7.exacttarget.com.edgesuite.net"
image.emails.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://www.tesla.com/,,N/A,,,,"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:image-emails.tesla.com"
incentives.tesla.com,,,,,0,,N/A,,,,TXT:192.35.250.0
inside.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:inside.tesla.com.edgekey.net"
installations-ext-api.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://installations-ext-api.tesla.com/,Internal Server Error,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
int._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:int.domainkey.u15538450.wl201.sendgrid.net
int2._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:int2.domainkey.u15538450.wl201.sendgrid.net
integration.kronos.tesla.com,cloud-amazon,"44.230.170.147, 44.235.96.113, 54.148.233.28",,443,0,,N/A,,,,"A:44.230.170.147, A:44.235.96.113, A:54.148.233.28, CNAME:kronos-int-nlb-b099a04cb3e75405.elb.us-west-2.amazonaws.com"
inventory-assets.tesla.com,cdn-akamai,"104.80.228.227, 2.17.212.94, 2a02:26f0:6d00:598::700",,"80, 443",204,,N/A,,,Kona SiteDefender (Akamai),"A:2.17.212.94, AAAA:2a02:26f0:6d00:598::700, CNAME:inventory-assets.tesla.com.edgekey.net"
ion-eu.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-eu-pop.edgekey.net"
ion.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
ir.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:ir.tesla.com.edgekey.net"
itanswers.tesla.com,,204.74.99.100,,80,301 -> https://inside.tesla.com/en-US/help-center,,N/A,,,,A:204.74.99.100
kronos-dev.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:kronos-dev.tesla.com.edgekey.net"
kronos.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:kronos.tesla.com.edgekey.net"
lax32-gpgw1.tesla.com,,199.120.54.30,,443,200,,N/A,,,generic detection,A:199.120.54.30
link.qa.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,"cpe:/a:f5:nginx
nginx",,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
link.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:link.tesla.com.edgekey.net"
links.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:links.tesla.com.edgekey.net"
livestream.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:livestream.tesla.com-v1.edgekey.net"
livestreamapi-test.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://www.tesla.com/,,N/A,,,,"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:livestreamapi-test.tesla.com.edgekey.net"
livestreamapi.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://www.tesla.com/,,N/A,,,,"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:livestreamapi.tesla.com.edgekey.net"
location-services-prd.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
logcollection.tesla.com,cdn-akamai,104.80.228.227,,"80, 443",404,404 Not Found,N/A,,splunkd,Kona SiteDefender (Akamai),"A:104.80.228.227, CNAME:logcollection.tesla.com.edgekey.net"
logcollector-ext.tesla.com,cdn-akamai,"23.211.187.225, 2a02:26f0:6d00:5a3::b4c, 2a02:26f0:6d00:5b0::b4c",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.211.187.225, AAAA:2a02:26f0:6d00:5a3::b4c, AAAA:2a02:26f0:6d00:5b0::b4c, CNAME:logcollector-ext.tesla.com.edgekey.net"
m.tesla.com,,,,,0,,N/A,,,,"MX:m-tesla-com.mail.protection.outlook.com, NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com"
mail._domainkey.tesla.com,,,,,0,,N/A,,,,
marketing.tesla.com,,13.111.47.196,,,0,,N/A,,,,A:13.111.47.196
meet.tesla.com,cdn-akamai,209.133.79.61,,,0,,N/A,,,,"A:209.133.79.61, CNAME:group301.tesla.com.akadns.net"
